User_ID,Normalized_Content_Watched,Main_Category_Watched,Sub_Category_Watched
90,0.14748011752078316,News,Health
91,0.037686548160021816,Gaming,PC Gaming
92,0.39988241599072316,Entertainment,Comedy
93,0.5101528366693721,Sports,Baseball
94,0.8393307279473609,News,Politics
95,0.6995729583024738,Sports,Football
96,0.9622533580783046,Education,Workshops
97,0.31071150278448634,Education,Documentaries
98,0.7292205506017052,Gaming,eSports
99,0.8626953241020927,Entertainment,Comedy
100,0.8926767126560955,News,Technology News
101,0.8078749040026783,Entertainment,Movies
102,0.7353493303208185,News,International News
103,0.2902641498440012,Gaming,Mobile Gaming
104,0.9994557548612498,News,Technology News
105,0.09158153464863783,Sports,Basketball
106,0.535108006157762,Education,Online Courses
107,0.9240726906050818,Entertainment,TV Shows
108,0.5203069342133971,Sports,Football
109,0.3813799523765842,Education,Online Courses
110,0.9772349748151548,Sports,Baseball
111,0.7331029693720881,News,International News
112,0.5297404517867166,Gaming,PC Gaming
113,0.8074441385221305,Entertainment,Music Videos
114,0.2897170460797919,News,Politics
115,0.2200854432890923,News,Technology News
116,0.10366857662657136,Gaming,Strategy Games
117,0.8432055282920587,Entertainment,Documentaries
118,0.024689108709791796,Gaming,eSports
119,0.7806678318672668,Entertainment,Documentaries
120,0.8598184598924333,Entertainment,Music Videos
121,0.7491608568416712,Sports,Basketball
122,0.1973433694693153,Education,Workshops
123,0.972424807315627,Education,Lectures
124,0.672574563138166,Education,Workshops
125,0.6805317711023108,Education,Online Courses
126,0.9084754309344277,Sports,Soccer
127,0.1772875998874256,Gaming,eSports
128,0.7853111044395428,Education,Seminars
129,0.41892176703996187,Education,Tutorials
130,0.23203387398288644,News,Weather
131,0.14802979233182745,Education,Online Courses
132,0.6763284676485183,News,Health
133,0.500783869975079,News,International News
134,0.7913397561666549,Sports,Tennis
135,0.09169158697739055,Education,Tutorials
136,0.0571376715778763,Entertainment,Movies
137,0.8940637249754138,News,Politics
138,0.49285546993454277,Education,Tutorials
139,0.9836816775671821,Sports,Football
140,0.21789916366574535,News,Technology News
141,0.8401578824569852,News,Health
142,0.6304354767860161,Sports,Baseball
143,0.6407477527345168,Sports,Baseball
144,0.6031593769331216,News,Weather
145,0.9394002936380321,Education,Documentaries
146,0.46994071961506045,Entertainment,Movies
147,0.2001880750270395,Entertainment,Drama
148,0.3512041029502325,News,Weather
149,0.37189927572560877,News,Politics
150,0.7622187355196031,News,International News
151,0.6024830445831938,Education,Online Courses
152,0.8075043666576817,Sports,Basketball
153,0.6588862753993815,News,International News
154,0.19067711156937206,Gaming,Strategy Games
155,0.7029745403145734,Entertainment,Movies
156,0.3889288427647054,Gaming,Mobile Gaming
157,0.4594745660459233,News,Weather
158,0.9505604166572091,Gaming,PC Gaming
159,0.8305844827467517,Sports,Hockey
160,0.7638782807654855,Sports,Football
161,0.04229852079188756,Education,Tutorials
162,0.9322118062506859,Sports,Basketball
163,0.00231734049077581,Education,Lectures
164,0.40224334225122893,Entertainment,Comedy
165,0.24659093607559945,Gaming,PC Gaming
166,0.8250860399334335,Gaming,Console Gaming
167,0.9166561832523509,Entertainment,Comedy
168,0.6138302055481362,News,Politics
169,0.5602794980211239,Sports,Football
170,0.8476798437702956,Education,Workshops
171,0.9343135557400112,Education,Lectures
172,0.6414400877329286,Sports,Football
173,0.27752294506291897,Sports,Soccer
174,0.3650938441844799,News,Technology News
175,0.5160423535164629,Sports,Football
176,0.5349478344818345,News,Technology News
177,0.3970439700868761,Gaming,Strategy Games
178,0.7341258894285335,News,Weather
179,0.957337464788012,Gaming,Mobile Gaming
180,0.24734037913871032,News,International News
181,0.2827538428383185,News,Technology News
182,0.04254290989559273,Education,Online Courses
183,0.6632482826720463,Gaming,Role-Playing Games
184,0.8723698905283198,News,Local News
185,0.29064374213988187,Entertainment,TV Shows
186,0.4702912305973108,Education,Tutorials
187,0.5355268172972719,Entertainment,Comedy
188,0.04142680867099269,News,Health
189,0.41198650843716356,News,International News
190,0.6805234363637004,Education,Seminars
191,0.4088690755539893,Education,Tutorials
192,0.981209163094403,Entertainment,Comedy
193,0.48132258964686114,Sports,Tennis
194,0.5079997293048713,Sports,Soccer
195,0.4501690567133947,Education,Lectures
196,0.7326777163030822,Entertainment,Comedy
197,0.28096372155085336,News,International News
198,0.41871777678155164,Education,Tutorials
199,0.23990638529924002,Entertainment,Drama
200,0.648486699569857,Sports,Baseball
201,0.36807107277021056,Sports,Soccer
202,0.7488389885449757,Education,Seminars
203,0.08152063790538866,Gaming,Strategy Games
204,0.8227919883531031,Sports,Tennis
205,0.9965893180165472,Entertainment,Documentaries
206,0.9256165266891938,Entertainment,TV Shows
207,0.023356021464015053,News,Weather
208,0.9251402320051796,News,Technology News
209,0.3830345608980795,News,International News
210,0.5679995130687796,Entertainment,Comedy
211,0.23740939002461392,Sports,Football
212,0.09522166220481454,Gaming,Strategy Games
213,0.2676831659101806,Entertainment,Documentaries
214,0.8087010663272466,News,Health
215,0.8962142140014923,News,Local News
216,0.010808882326133196,News,Local News
217,0.7404762665798655,Sports,Hockey
218,0.6252832355172547,Sports,Football
219,0.902471356185522,News,Politics
220,0.34662477564454397,Education,Documentaries
221,0.01715028025476839,News,Technology News
222,0.5654688652372308,Entertainment,Music Videos
223,0.22855050551932443,Entertainment,TV Shows
224,0.6274281875372988,Education,Workshops
225,0.012927712298442695,News,Local News
226,0.018175832628107957,Gaming,Role-Playing Games
227,0.3369876660600586,Sports,Tennis
228,0.7641228735861926,Sports,Tennis
229,0.5770733721983005,News,Weather
230,0.4863028014946409,News,Technology News
231,0.4822304326312995,Sports,Baseball
232,0.9437471044753087,Gaming,Strategy Games
233,0.18832573923366414,Gaming,PC Gaming
234,0.4605994697675617,Entertainment,Music Videos
235,0.5027280748807853,Sports,Football
236,0.12213322510198243,Education,Lectures
237,0.4915635365463318,Education,Workshops
238,0.582149931083837,Entertainment,TV Shows
239,0.10899500187664946,Education,Seminars
240,0.7576411845207822,Sports,Soccer
241,0.12479551171464376,Sports,Baseball
242,0.7425608874655357,Gaming,PC Gaming
243,0.9429377932330746,Entertainment,Music Videos
244,0.6403506219467371,Sports,Soccer
245,0.1953800980083873,News,Technology News
246,0.9218058694445601,Sports,Soccer
247,0.46778414024868564,News,Health
248,0.6229461612683872,Education,Online Courses
249,0.8020225849715469,News,Technology News
250,0.07404488090520289,Sports,Tennis
251,0.16887660174123997,Sports,Tennis
252,0.3593687858768492,Sports,Baseball
253,0.4962343060876935,News,Weather
254,0.7824630092962358,Entertainment,Drama
255,0.2219553864767113,Education,Documentaries
256,0.5747785085122465,Entertainment,TV Shows
257,0.7850366438817027,Entertainment,TV Shows
258,0.19471095290413387,News,International News
259,0.1925657990294034,Sports,Baseball
260,0.5672151576876314,Gaming,eSports
261,0.7269983549689067,Sports,Basketball
262,0.3135039411280477,Entertainment,Music Videos
263,0.921910547085148,News,International News
264,0.742439170216362,Entertainment,Drama
265,0.19455979850386051,Gaming,PC Gaming
266,0.24355394372208727,News,Health
267,0.848627956785444,Gaming,Console Gaming
268,0.7811020814399666,Sports,Hockey
269,0.9886769811122261,Sports,Soccer
270,0.5626731138528062,News,Health
271,0.37778264125950745,Gaming,Role-Playing Games
272,0.8134572410771941,Sports,Tennis
273,0.2174867716353488,News,Politics
274,0.29532854988682367,News,Politics
275,0.793228019619262,News,Politics
276,0.07294298359212836,News,Technology News
277,0.06375823931941693,News,Technology News
278,0.9616105978691687,Entertainment,Movies
279,0.6829928257736887,Gaming,Strategy Games
280,0.6740211676065856,Education,Documentaries
281,0.8136542379395968,Education,Seminars
282,0.5962906078830928,Entertainment,Documentaries
283,0.03211279143298218,News,Weather
284,0.9270376814902596,Entertainment,TV Shows
285,0.1513617744702105,Sports,Baseball
286,0.8219331133766674,News,Politics
287,0.6716118587829094,Gaming,PC Gaming
288,0.5847824629406145,Gaming,Role-Playing Games
289,0.3059444920945127,Sports,Basketball
290,0.34273977699291536,News,Local News
291,0.037262223612660184,News,Weather
292,0.612121337035841,News,Politics
293,0.36851982338582967,Education,Online Courses
294,0.1886807793530404,News,International News
295,0.58813266187635,Gaming,Role-Playing Games
296,0.4569739275457003,Sports,Hockey
297,0.3722656998321068,Sports,Tennis
298,0.29145023526031677,Education,Online Courses
299,0.7494358545939338,Gaming,Strategy Games
300,0.8193006076607621,Gaming,PC Gaming
301,0.11323980390042998,News,International News
302,0.5751252371793347,Sports,Hockey
303,0.7909567876435404,News,Health
304,0.05529777748439835,Gaming,PC Gaming
305,0.8608749951555554,Gaming,Mobile Gaming
306,0.9356280841896985,Gaming,PC Gaming
307,0.8871377230051726,News,Local News
308,0.8702055989193854,Education,Online Courses
309,0.5405313496839433,Education,Online Courses
310,0.4956714808853143,News,Technology News
311,0.4396055571712326,Sports,Basketball
312,0.042439988027717646,Entertainment,Music Videos
313,0.2068555494342914,Entertainment,Movies
314,0.9135744552441953,Entertainment,Drama
315,0.039027529904525515,News,Health
316,0.1974799001834835,Education,Tutorials
317,0.48746000591422045,Gaming,Mobile Gaming
318,0.3944282355070019,Gaming,Console Gaming
319,0.3612603648616761,Gaming,Console Gaming
320,0.5173576355139764,Education,Seminars
321,0.8297358018426667,Education,Documentaries
322,0.9167739639131661,News,Weather
323,0.27626033473108946,Education,Online Courses
324,0.18983484118453575,News,Health
325,0.7095372595401861,Sports,Soccer
326,0.6687909420318234,Entertainment,Documentaries
327,0.36756375337865654,Entertainment,Comedy
328,0.9189134414160556,Entertainment,Comedy
329,0.3660331416547654,Entertainment,Movies
330,0.7727352663488468,Gaming,Console Gaming
331,0.5570961518025753,Gaming,eSports
332,0.6588920922344764,Education,Lectures
333,0.772778983526562,Entertainment,Music Videos
334,0.9493605076518228,Education,Workshops
335,0.30042715522392793,Entertainment,Drama
336,0.8829058555121848,Entertainment,Documentaries
337,0.023776613466805152,Gaming,PC Gaming
338,0.5201651062937219,Education,Seminars
339,0.4275596889809242,Entertainment,Music Videos
340,0.9022592757770614,Gaming,Role-Playing Games
341,0.24305388086349533,Sports,Tennis
342,0.16830214804552546,Sports,Football
343,0.588410348157258,Entertainment,Music Videos
344,0.45971183760825174,Entertainment,Comedy
345,0.9427590862225996,Entertainment,Drama
346,0.17798795496812625,Education,Workshops
347,0.035940856289089274,Sports,Soccer
348,0.7295442934900871,Sports,Soccer
349,0.9460868443650499,Education,Documentaries
350,0.3466229747616876,Education,Lectures
351,0.9994207219570881,Gaming,Strategy Games
352,0.4240218770403624,Entertainment,Drama
353,0.5526850228776705,Sports,Tennis
354,0.12463140332107192,Education,Online Courses
355,0.5866398523517031,Sports,Football
356,0.5043386209305389,News,Politics
357,0.7064243653460822,Gaming,Console Gaming
358,0.39600576400838106,News,International News
359,0.7245029562421346,News,International News
360,0.538906771115368,Gaming,eSports
361,0.8468427464123082,Gaming,Strategy Games
362,0.12438892323854545,Entertainment,Movies
363,0.47353654853840765,News,Technology News
364,0.22240174835829984,Entertainment,TV Shows
365,0.724462488771611,Education,Tutorials
366,0.6557504481968931,Entertainment,Movies
367,0.7767953429464513,Entertainment,TV Shows
368,0.6563010785717531,News,Technology News
369,0.30759205851352744,Entertainment,Comedy
370,0.8377569200174972,Sports,Soccer
371,0.3959132910639648,News,Politics
372,0.44674779019871247,Entertainment,Movies
373,0.5161722493029467,Education,Workshops
374,0.2213392127874173,Gaming,Console Gaming
375,0.14105439543788634,Education,Seminars
376,0.20174238228325436,Sports,Baseball
377,0.6890873120444431,Education,Seminars
378,0.13829950836411142,News,Technology News
379,0.6630206908028715,Gaming,eSports
380,0.8542443512025518,Education,Seminars
381,0.2230443742871393,Gaming,Console Gaming
382,0.47186581853714593,Education,Seminars
383,0.2980156605499562,Sports,Tennis
384,0.9347289160954178,Gaming,Strategy Games
385,0.49190902291164784,News,Health
386,0.7115286483103767,Gaming,eSports
387,0.4436735000620253,Gaming,Mobile Gaming
388,0.36006405152758614,News,Local News
389,0.11133024478418974,News,Weather
390,0.20815552404453697,Gaming,Console Gaming
391,0.031336583128653506,News,Weather
392,0.9168413780355709,Sports,Football
393,0.3974273078350592,Entertainment,Comedy
394,0.6387740584106032,Education,Online Courses
395,0.2504784366409336,Sports,Hockey
396,0.914141108530263,Sports,Hockey
397,0.19827584680561794,News,Weather
398,0.9407882563755197,Education,Documentaries
399,0.9339760831896646,Education,Workshops
400,0.2303297161198674,Education,Documentaries
401,0.10952637096944529,Education,Seminars
402,0.7621099183954794,Gaming,eSports
403,0.15774661282850289,News,Technology News
404,0.21178705079211624,Sports,Football
405,0.36273391101968133,Entertainment,Documentaries
406,0.5214707010246871,Entertainment,Drama
407,0.9397522313257649,News,Health
408,0.057213210455219765,Gaming,Role-Playing Games
409,0.696103910528896,Entertainment,Drama
410,0.9628429901755176,Gaming,Mobile Gaming
411,0.3423901651728041,Entertainment,TV Shows
412,0.5825351060800116,Entertainment,Music Videos
413,0.5706818373279187,Entertainment,Drama
414,0.7518684258715421,Gaming,Console Gaming
415,0.08260153243845514,Sports,Hockey
416,0.28687194058305165,News,Weather
417,0.9409368908340473,Entertainment,Movies
418,0.7447274615391857,Sports,Basketball
419,0.08689117349560671,Gaming,Role-Playing Games
420,0.4396760829092987,Sports,Basketball
421,0.268107821806319,Education,Lectures
422,0.28684957450786364,Gaming,Role-Playing Games
423,0.6445728691943663,Entertainment,Drama
424,0.4281467885485598,News,Weather
425,0.9934331174257193,Gaming,Role-Playing Games
426,0.11451929905775293,News,Politics
427,0.7453290357893784,Sports,Football
428,0.7393114344442169,Education,Lectures
429,0.293834535593682,Education,Lectures
430,0.047273800238995634,News,Technology News
431,0.1307370447752888,Entertainment,Drama
432,0.10592844660641132,Gaming,Strategy Games
433,0.9323072992359723,Education,Workshops
434,0.6564276330064402,Gaming,PC Gaming
435,0.541886587298347,Sports,Basketball
436,0.07689666258861882,Education,Workshops
437,0.8458088037816925,Education,Documentaries
438,0.5056271414255009,News,Weather
439,0.47528264653989183,Education,Lectures
440,0.3041520829005393,News,Local News
441,0.5249099261211239,Gaming,Strategy Games
442,0.36495011410341904,Entertainment,Documentaries
443,0.17216166090205498,Sports,Football
444,0.8723225795331507,Sports,Hockey
445,0.4837310697496796,News,Politics
446,0.30012727224429503,News,International News
447,0.07455918084712687,Education,Seminars
448,0.6884600923826701,News,Health
449,0.38744128809602474,Gaming,eSports
450,0.9455067254900918,Gaming,eSports
451,0.978759233394697,News,Weather
452,0.7197191977016179,Gaming,eSports
453,0.43373277849190606,News,Politics
454,0.8436518001529983,News,Technology News
455,0.19691074639413308,Gaming,Console Gaming
456,0.14271577821696446,News,International News
457,0.3066673781783854,Entertainment,Drama
458,0.8155909634873036,News,Weather
459,0.10166500150381219,Sports,Football
460,0.9838917178681916,Gaming,eSports
461,0.2195761439730579,News,Technology News
462,0.0701393358711262,News,Politics
463,0.9823918725586682,Gaming,Mobile Gaming
464,0.73796133237611,Sports,Football
465,0.09433137593955399,News,Health
466,0.9693437231842075,Entertainment,TV Shows
467,0.8772844410526855,Entertainment,Comedy
468,0.9979182609572048,Gaming,Strategy Games
469,0.10736458597873189,Gaming,Strategy Games
470,0.02222484470500663,News,Health
471,0.5914928053680952,Gaming,Role-Playing Games
472,0.48635778448515055,Entertainment,Music Videos
473,0.6058509980858775,News,International News
474,0.19191452943077192,Sports,Basketball
475,0.3381007292931969,Sports,Basketball
476,0.953283439993223,Gaming,Role-Playing Games
477,0.507186796604295,Education,Documentaries
478,0.9062926365031281,Entertainment,TV Shows
479,0.22190904557653202,Sports,Soccer
480,0.9572383855514397,Sports,Hockey
481,0.34219356238666254,News,Health
482,0.1705199428475429,Gaming,Role-Playing Games
483,0.10090938444978603,Entertainment,Movies
484,0.4212006013999531,Sports,Football
485,0.6228362934301863,News,Technology News
486,0.07512124054257874,Education,Documentaries
487,0.8922365429119994,Education,Seminars
488,0.7080163582256811,News,International News
489,0.46802083997742017,News,International News
490,0.2706621049361646,News,Politics
491,0.6116975974040157,Entertainment,Documentaries
492,0.24923310364624907,News,Health
493,0.44148395831272536,Entertainment,Documentaries
494,0.6584068200883872,Education,Online Courses
495,0.1935014911709072,Entertainment,Documentaries
496,0.6108391752427286,Sports,Soccer
497,0.8033158130074808,Entertainment,Drama
498,0.5263905528458852,Entertainment,Documentaries
499,0.609578634353511,Entertainment,TV Shows
500,0.6335462599523978,Education,Workshops
501,0.24564919954015274,Sports,Football
502,0.5289885196343446,News,Politics
503,0.42503127722134704,Sports,Baseball
504,0.4361009387610937,Sports,Football
505,0.5217825975492373,Education,Lectures
506,0.7865503963517435,News,Local News
507,0.9201265949461903,Sports,Hockey
508,0.6985181875644683,Entertainment,Documentaries
509,0.7498357066726153,Gaming,Console Gaming
510,0.053438565035167085,Education,Workshops
511,0.3120137175934816,Sports,Tennis
512,0.4478048845184256,Entertainment,Documentaries
513,0.7656823147548424,Entertainment,TV Shows
514,0.2156801525498746,Education,Seminars
515,0.18287030445256436,Entertainment,TV Shows
516,0.686625581614597,Entertainment,Music Videos
517,0.7350464742855496,Sports,Baseball
518,0.5166325602404629,Entertainment,Comedy
519,0.7710286407702737,News,Health
520,0.1704689720996434,Entertainment,TV Shows
521,0.09420588517690542,Entertainment,Movies
522,0.39690225857681416,Gaming,Console Gaming
523,0.44582201556592815,Sports,Basketball
524,0.018512625067868327,Entertainment,TV Shows
525,0.9626099732150762,Gaming,PC Gaming
526,0.42644254061113385,Education,Tutorials
527,0.023076607322116804,Entertainment,Documentaries
528,0.167593887448807,News,Politics
529,0.8773065699932343,News,Weather
530,0.9999053141350932,News,Weather
531,0.2797583108127035,News,Health
532,0.5958767199047789,Sports,Tennis
533,0.0903636512476188,Entertainment,Documentaries
534,0.26506113246705265,Sports,Tennis
535,0.9131625194333528,News,Local News
536,0.9570262523712525,News,International News
537,0.20000435392859794,Gaming,Console Gaming
538,0.30910827947442576,Sports,Soccer
539,0.38797477986757356,News,Weather
540,0.3950586471869141,News,Technology News
541,0.9806612952490118,Sports,Tennis
542,0.5353224716234591,Gaming,Mobile Gaming
543,0.10601980450198523,Education,Tutorials
544,0.4088386572846505,Gaming,Mobile Gaming
545,0.16516268763785447,Education,Lectures
546,0.9624649398458262,News,Health
547,0.5270688540846857,Entertainment,TV Shows
548,0.18110008917259535,News,Weather
549,0.09608737153283808,Education,Documentaries
550,0.4819430091443563,Sports,Tennis
551,0.06868978496001743,News,Weather
552,0.9352543649328576,Gaming,Role-Playing Games
553,0.8756943492532739,Sports,Basketball
554,0.6389857408306663,News,Technology News
555,0.22962421639572406,Gaming,Strategy Games
556,0.8555361777376653,Gaming,eSports
557,0.35665433062389107,News,Health
558,0.7142121003595852,Entertainment,Movies
559,0.15967695374431645,Education,Seminars
560,0.2867926215590886,News,Technology News
561,0.3033670064448297,Education,Documentaries
562,0.9531778370661064,News,Politics
563,0.39195079818613243,Entertainment,Comedy
564,0.5739167459605637,Gaming,Mobile Gaming
565,0.8959785552473338,News,Health
566,0.16638855777007888,Sports,Baseball
567,0.8141562034718808,Education,Workshops
568,0.7302725283253964,News,Technology News
569,0.9396550585640954,Gaming,PC Gaming
570,0.5845151463293896,Entertainment,Drama
571,0.2917499893834784,Gaming,Strategy Games
572,0.763148569104355,Entertainment,Drama
573,0.49932166209920925,Education,Online Courses
574,0.49159406134862904,Entertainment,Comedy
575,0.9312323136479974,Sports,Soccer
576,0.6907890435777251,Education,Lectures
577,0.08142793068964471,News,International News
578,0.31208766386941167,News,International News
579,0.7383186304042881,Entertainment,Music Videos
580,0.29171509827253095,News,Technology News
581,0.10633250608103073,Entertainment,Movies
582,0.7994736518775214,Sports,Soccer
583,0.5746870016153498,Sports,Football
584,0.907169113493434,Sports,Football
585,0.30355117793616715,Gaming,eSports
586,0.38086615846904714,News,Weather
587,0.53149372570767,News,Weather
588,0.3518467223417129,News,Technology News
589,0.9999854034782908,Sports,Basketball
590,0.08497856947817672,Entertainment,Music Videos
591,0.9187393798952336,Education,Tutorials
592,0.7870096333481555,Entertainment,TV Shows
593,0.04369109294929274,News,Technology News
594,0.7780738582068644,Education,Lectures
595,0.32891554144815227,Entertainment,Documentaries
596,0.17981752889582325,Gaming,Mobile Gaming
597,0.07479776756584788,Gaming,eSports
598,0.3935792634322176,Gaming,Strategy Games
599,0.8600020047540333,Gaming,PC Gaming
600,0.5426719496842766,Entertainment,Documentaries
601,0.7700071772142495,Entertainment,Comedy
602,0.756572242414361,Gaming,eSports
603,0.24687897607757092,Sports,Soccer
604,0.7639611163903953,Gaming,eSports
605,0.6606004455444708,Entertainment,Music Videos
606,0.9493749158612457,Education,Documentaries
607,0.3973095279336656,Gaming,Role-Playing Games
608,0.2618850312566523,Education,Seminars
609,0.40092520792162334,Sports,Baseball
610,0.7325893980634572,Sports,Football
611,0.43724362711270215,Entertainment,Drama
612,0.6521135858866531,Sports,Baseball
613,0.4360887171788447,Entertainment,Documentaries
614,0.77379966730234,Entertainment,TV Shows
615,0.4930318535364686,News,Local News
616,0.4191968487072941,Entertainment,Documentaries
617,0.5301921978254469,News,Politics
618,0.035871636849756805,Entertainment,Music Videos
619,0.801647248208658,Gaming,eSports
620,0.4064393372136562,Education,Workshops
621,0.986215919768601,Sports,Football
622,0.03023668030202764,Gaming,Console Gaming
623,0.46664448065898445,Education,Tutorials
624,0.7484235875256741,Education,Workshops
625,0.15798772004050354,News,Weather
626,0.7528010662504614,Sports,Hockey
627,0.002914707378843473,Gaming,Strategy Games
628,0.14075279732235246,Gaming,Mobile Gaming
629,0.11722249044421873,Entertainment,Music Videos
630,0.6016049924211399,Sports,Soccer
631,0.5977297490384686,Gaming,Console Gaming
632,0.9515336662315703,Entertainment,Movies
633,0.8373418475826195,Entertainment,Drama
634,0.3848870115475225,Gaming,eSports
635,0.8150814192647226,News,International News
636,0.82273568979469,News,Local News
637,0.4194802463209484,Sports,Hockey
638,0.8645923722052963,Sports,Tennis
639,0.2636784109614514,Sports,Tennis
640,0.3482170573833656,News,Health
641,0.38002328624034,News,Local News
642,0.3718549909194293,Sports,Hockey
643,0.5013362750790425,Entertainment,Movies
644,0.8621726410842193,Sports,Football
645,0.9641058153342825,Education,Documentaries
646,0.9008641708392616,Gaming,Mobile Gaming
647,0.3221048298061212,Entertainment,Documentaries
648,0.19964832645915276,Education,Tutorials
649,0.4853549850322676,Sports,Hockey
650,0.8521680845141072,Sports,Soccer
651,0.16155015170258535,Entertainment,Drama
652,0.17868047545983146,Education,Tutorials
653,0.633067467548226,Education,Workshops
654,0.6402196439244592,Entertainment,Documentaries
655,0.5367753129342673,News,Local News
656,0.6173286430585314,News,Politics
657,0.8964807381282228,News,Local News
658,0.134348438760318,News,International News
659,0.6434740179866546,Entertainment,Documentaries
660,0.9983988104784214,Gaming,eSports
661,0.05490774084721306,Sports,Hockey
662,0.5189050020354689,News,Technology News
663,0.5342523199137089,Entertainment,Movies
664,0.979863126203037,Education,Workshops
665,0.7149234945680044,Gaming,Console Gaming
666,0.20443165770694827,Entertainment,Comedy
667,0.4863790997675409,News,Health
668,0.3178903037535096,Education,Documentaries
669,0.2990290607369439,News,Technology News
670,0.6763644104387149,News,Health
671,0.6988826032209035,Education,Workshops
672,0.6269908929260279,Gaming,eSports
673,0.08939686647885692,Education,Lectures
674,0.6497294281839138,Sports,Baseball
675,0.47994528465310315,Gaming,Mobile Gaming
676,0.7322846823081675,Sports,Tennis
677,0.11046863961600228,Entertainment,Comedy
678,0.14061445556886176,Entertainment,Drama
679,0.1039032320888914,News,Politics
680,0.8233520566452658,Education,Seminars
681,0.29606336489903706,News,International News
682,0.05267730648962565,Sports,Hockey
683,0.09869069740351755,Entertainment,TV Shows
684,0.4280008290960273,Education,Workshops
685,0.7995853325425216,News,Weather
686,0.8109679651902116,Education,Workshops
687,0.3914777127660265,Entertainment,Drama
688,0.18186859808985434,News,International News
689,0.3993019686640339,News,Local News
690,0.6894025867276484,Sports,Soccer
691,0.544218962475226,News,Technology News
692,0.7774943990505698,Entertainment,Music Videos
693,0.5721441075112095,Education,Tutorials
694,0.5983789936933753,Education,Lectures
695,0.7848390277454091,Gaming,Role-Playing Games
696,0.5779382895836366,News,Technology News
697,0.39903626041640694,Sports,Football
